name,code,link,source,color_hex,color_r,color_g,color_b
Just Because,08A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08A-4|,clarkkensington,#b57965,181,121,101
Horse and Carriage,08A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08A-5|,clarkkensington,#8e5240,142,82,64
Lady Anne,08B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-1|,clarkkensington,#f1dcd6,241,220,214
Age of Beauty,08B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-2|,clarkkensington,#ecccc5,236,204,197
Calico Hearts,08B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-3|,clarkkensington,#dfaca3,223,172,163
Pink Granite,08B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-4|,clarkkensington,#d2968d,210,150,141
Personal Touch,08B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-5|,clarkkensington,#b86d5f,184,109,95
Heart of Rome,08B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-6|,clarkkensington,#ab5f52,171,95,82
Déjà Vu,08C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-1|,clarkkensington,#f7eae3,247,234,227
Sprinkled Sugar,08C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-2|,clarkkensington,#f8e6e2,248,230,226
Carefree Days,08C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-3|,clarkkensington,#f9d4cc,249,212,204
Pickled Ginger,08C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-4|,clarkkensington,#f7bcb0,247,188,176
Bridal Shower,08C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-5|,clarkkensington,#f09d92,240,157,146
Poppy Pods,08C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-6|,clarkkensington,#ea7d72,234,125,114
Apple of My Eye,08C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08C-7|,clarkkensington,#b83e3a,184,62,58
Sweet Tea,08D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08D-1|,clarkkensington,#f7e4e2,247,228,226
Birthday Cake,08D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08D-2|,clarkkensington,#f9d7d3,249,215,211
Carnival Candy,08D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08D-3|,clarkkensington,#f9beb8,249,190,184
Happy Gerberas,08D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08D-4|,clarkkensington,#e76553,231,101,83
Berry Branch,EXTCC-05,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:EXTCC-05|,clarkkensington,#793f38,121,63,56
Winterberry,EXTCC-19,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:EXTCC-19|,clarkkensington,#793c40,121,60,64
Star Jasmine,EXTCC-21,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:EXTCC-21|,clarkkensington,#f8edd7,248,237,215
Bombay Discovery,EXTCC-27,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:EXTCC-27|,clarkkensington,#604348,96,67,72
Alegria,EXTCC-37,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:EXTCC-37|,clarkkensington,#83403f,131,64,63
Washington Apple,EXTCC-54,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:EXTCC-54|,clarkkensington,#b3434a,179,67,74
Fame and Fortune,01C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:01C-7|,clarkkensington,#853c63,133,60,99
Precious Peonies,06D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06D-4|,clarkkensington,#de565b,222,86,91
Endless Love,02A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:02A-5|,clarkkensington,#68494a,104,73,74
Delicate Orchid,03A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:03A-4|,clarkkensington,#a47984,164,121,132
Graceful Swan,04D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:04D-1|,clarkkensington,#f4efec,244,239,236
First Blush,06B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06B-2|,clarkkensington,#f7dddc,247,221,220
Daring Red,06B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06B-7|,clarkkensington,#954143,149,65,67
Fun and Flirty,06C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06C-4|,clarkkensington,#e09095,224,144,149
Boutique Chic,06D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06D-1|,clarkkensington,#f5dfe0,245,223,224
Bold and Beautiful,06D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06D-5|,clarkkensington,#c43637,196,54,55
Dear Darling,07B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:07B-3|,clarkkensington,#e3b1af,227,177,175
Aged Bordeaux,03B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:03B-7|,clarkkensington,#7d3c47,125,60,71
Handloomed Scarlet,05B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:05B-6|,clarkkensington,#8e464b,142,70,75
Red Tulip,05B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:05B-7|,clarkkensington,#8c3b40,140,59,64
Beach Cottage,06A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06A-1|,clarkkensington,#f0e5e2,240,229,226
Kalamata Olive,06A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:06A-5|,clarkkensington,#724540,114,69,64
New Beginnings,07B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:07B-5|,clarkkensington,#bf756d,191,117,109
Hobby Horse,07A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:07A-5|,clarkkensington,#824b3f,130,75,63
Spicy Paprika,08B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08B-7|,clarkkensington,#94493b,148,73,59
Pastel Delicioso,08A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:08A-1|,clarkkensington,#f7e3db,247,227,219
Charles Bridge,4042,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4042|,clarkkensington,#aa7366,170,115,102
Terra Sol,4044,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4044|,clarkkensington,#9f5d53,159,93,83
Smoked Paprika,4048,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4048|,clarkkensington,#953c3e,149,60,62
Spanish Heritage,4054,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4054|,clarkkensington,#765155,118,81,85
Life Is Good,4058,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4058|,clarkkensington,#9c7778,156,119,120
California Cabernet,4062,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4062|,clarkkensington,#6d4443,109,68,67
Gooseberry,4064,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4064|,clarkkensington,#ad6772,173,103,114
Hibiscus,4066,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:4066|,clarkkensington,#894553,137,69,83
Port Of Bordeaux,5014,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:5014|,clarkkensington,#7d4544,125,69,68
Tutu Cute,KIDCC-16,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:KIDCC-16|,clarkkensington,#df8ba6,223,139,166
Kinda Sweet,KIDCC-17,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:KIDCC-17|,clarkkensington,#e5ccd7,229,204,215
Red Jelly Beans,KIDCC-32,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:KIDCC-32|,clarkkensington,#b8383c,184,56,60
Little Princess,KIDCC-36,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:KIDCC-36|,clarkkensington,#e1c2d0,225,194,208
Bunny Slippers,KIDCC-39,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:red|colorchip:KIDCC-39|,clarkkensington,#efddde,239,221,222
Island Lullaby,09A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09A-1|,clarkkensington,#f2d9cb,242,217,203
Imagine,09A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09A-2|,clarkkensington,#e8bfac,232,191,172
Petite Cakes,09A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09A-3|,clarkkensington,#d59b85,213,155,133
Hazelnut Crunch,09A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09A-5|,clarkkensington,#975442,151,84,66
Baby on the Way,09B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09B-2|,clarkkensington,#f6dad5,246,218,213
Best Friends,09B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09B-3|,clarkkensington,#f5c8c1,245,200,193
Tulip Bulbs,09B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09B-4|,clarkkensington,#eca89c,236,168,156
Tres Français,09B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09B-5|,clarkkensington,#dd8273,221,130,115
Toucan Tango,09B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09B-6|,clarkkensington,#bb5f53,187,95,83
Deep Breath,09C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-1|,clarkkensington,#f8eee4,248,238,228
First Crush,09C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-2|,clarkkensington,#f6ddd4,246,221,212
Raspberry Lemonade,09C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-3|,clarkkensington,#f7cdc5,247,205,197
Chit Chat,09C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-4|,clarkkensington,#f3bcaf,243,188,175
Cha Cha Cha,09C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-5|,clarkkensington,#f3a79a,243,167,154
Vivid Blooms,09C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-6|,clarkkensington,#e97760,233,119,96
Chilled Gazpacho,09C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09C-7|,clarkkensington,#c65744,198,87,68
Apricot Blossom,09D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09D-1|,clarkkensington,#f4ece3,244,236,227
Soft Music,09D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09D-2|,clarkkensington,#fbdfcf,251,223,207
Social Butterfly,09D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09D-3|,clarkkensington,#f9c2ac,249,194,172
Southern Belle,09D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:09D-4|,clarkkensington,#f4a07f,244,160,127
Mocha Rose,10A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10A-2|,clarkkensington,#f0cdbc,240,205,188
Said and Done,10A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10A-3|,clarkkensington,#dcaa98,220,170,152
Unspoiled Beauty,10B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10B-2|,clarkkensington,#efd3c2,239,211,194
Mini Calla Lily,10B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10B-3|,clarkkensington,#efbda4,239,189,164
Azalea Blossom,10B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10B-4|,clarkkensington,#e09577,224,149,119
Tropical Passion,10B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10B-5|,clarkkensington,#d47d64,212,125,100
Dutch Tulips,10B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10B-6|,clarkkensington,#c76c56,199,108,86
Monte Carlo,10B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:orange|colorchip:10B-7|,clarkkensington,#af6354,175,99,84
