name,code,link,source,color_hex,color_r,color_g,color_b
Lake Como,37D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37D-3|,clarkkensington,#9dbee4,157,190,228
Manhattan Mystery,37D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37D-4|,clarkkensington,#537ccd,83,124,205
Blazing Blue,37D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37D-5|,clarkkensington,#34569a,52,86,154
Deep Blue Sea,EXTCC-09,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-09|,clarkkensington,#3b5d76,59,93,118
Once in a Blue Moon,EXTCC-10,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-10|,clarkkensington,#9fbac8,159,186,200
Bayside Breeze,EXTCC-24,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-24|,clarkkensington,#87a7b9,135,167,185
Aqua Fresca,EXTCC-25,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-25|,clarkkensington,#bfd2db,191,210,219
Edge of Night,EXTCC-26,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-26|,clarkkensington,#39586d,57,88,109
Twilight Hour,EXTCC-33,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-33|,clarkkensington,#728280,114,130,128
Moonless Sky,EXTCC-51,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-51|,clarkkensington,#373c3e,55,60,62
Oceanside,EXTCC-55,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-55|,clarkkensington,#cbdbe1,203,219,225
Navy Pier,EXTCC-58,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-58|,clarkkensington,#405769,64,87,105
Newport Harbor,EXTCC-59,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:EXTCC-59|,clarkkensington,#85a5b8,133,165,184
Spacious Skies,37B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37B-3|,clarkkensington,#abbdd0,171,189,208
Waterline Blue,37B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37B-5|,clarkkensington,#758fa6,117,143,166
Gentle Breeze,33A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:33A-1|,clarkkensington,#dae7e5,218,231,229
Relaxation,33A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:33A-3|,clarkkensington,#a5bcbf,165,188,191
Early Frost,36A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36A-1|,clarkkensington,#e8efeb,232,239,235
Of the Wind,36A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36A-2|,clarkkensington,#c9d6db,201,214,219
American Spirit,36A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36A-3|,clarkkensington,#89a0ab,137,160,171
Poetic Prose,37C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37C-3|,clarkkensington,#c0d4e0,192,212,224
Azure Sky,37C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37C-5|,clarkkensington,#88a9c0,136,169,192
Heirloom China,37C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37C-7|,clarkkensington,#39516d,57,81,109
Blue Horizon,36B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36B-5|,clarkkensington,#718d9f,113,141,159
Magic Fountain,32A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:32A-2|,clarkkensington,#bdcbca,189,203,202
Gothic Iron,34A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:34A-4|,clarkkensington,#65757a,101,117,122
Midnight Oil,36B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36B-7|,clarkkensington,#3c5061,60,80,97
Lucky One,31A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:31A-3|,clarkkensington,#abbdba,171,189,186
Everglade Green,33B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:33B-7|,clarkkensington,#335763,51,87,99
Evening Calm,36B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36B-6|,clarkkensington,#59798c,89,121,140
Futuristic Cityscape,31B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:31B-7|,clarkkensington,#375253,55,82,83
Breezy Blue,35B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:35B-2|,clarkkensington,#b1ced7,177,206,215
Artistic Blue,35C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:35C-7|,clarkkensington,#03517d,3,81,125
Dark Diversion,37B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37B-7|,clarkkensington,#3b4b61,59,75,97
Illuminated Sky,32C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:32C-3|,clarkkensington,#abd8da,171,216,218
In the Moment,33B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:33B-1|,clarkkensington,#d1e2e4,209,226,228
Ocean Blues,35B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:35B-4|,clarkkensington,#83afc0,131,175,192
Baby's Whisper,37A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37A-1|,clarkkensington,#cbd1d3,203,209,211
Silver Patina,37A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37A-2|,clarkkensington,#a9b5bb,169,181,187
Stainless Steel,37B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37B-4|,clarkkensington,#98acc3,152,172,195
Sea Life,33C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:33C-5|,clarkkensington,#7db0ba,125,176,186
Black Sand,37A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37A-5|,clarkkensington,#3b3f44,59,63,68
Waterview,1012,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1012|,clarkkensington,#8aa8b7,138,168,183
Blue Bayou,1014,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1014|,clarkkensington,#4d6479,77,100,121
Peek O' Blue,1016,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1016|,clarkkensington,#e1eaea,225,234,234
Saphire,1018,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1018|,clarkkensington,#3d5275,61,82,117
Beyond The Sea,1022,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1022|,clarkkensington,#baced5,186,206,213
Clear Day,1024,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1024|,clarkkensington,#d2e5e9,210,229,233
Low Tide,1026,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1026|,clarkkensington,#78a0b1,120,160,177
Sydney Harbour,1028,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1028|,clarkkensington,#6e92a5,110,146,165
Hamptons,1032,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1032|,clarkkensington,#67808e,103,128,142
Union Pier,1034,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1034|,clarkkensington,#a6bdca,166,189,202
Mystical,1038,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1038|,clarkkensington,#c0d1db,192,209,219
Ocean Breeze,1042,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1042|,clarkkensington,#dcecea,220,236,234
Harbor Lane,1044,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1044|,clarkkensington,#c1dada,193,218,218
Bella Luna,1046,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1046|,clarkkensington,#739ea9,115,158,169
City Nights,1048,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1048|,clarkkensington,#4b6477,75,100,119
Beach House,1052,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1052|,clarkkensington,#84a4a6,132,164,166
Rocky Coast,1054,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1054|,clarkkensington,#7e939b,126,147,155
Diamond Lake,1058,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1058|,clarkkensington,#a0b9bc,160,185,188
Lucky Charm,1062,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:1062|,clarkkensington,#bbc5c7,187,197,199
Fairfield Manor,2012,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:2012|,clarkkensington,#626f6d,98,111,109
Seafoam,2014,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:2014|,clarkkensington,#afc1bd,175,193,189
Madison Ave,2016,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:2016|,clarkkensington,#ced9d3,206,217,211
Kings Canyon,2018,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:2018|,clarkkensington,#616e73,97,110,115
Concrete,37A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:37A-3|,clarkkensington,#95a2aa,149,162,170
Blue Cotton Candy,KIDCC-01,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-01|,clarkkensington,#91c1e2,145,193,226
Sweet Dreams,KIDCC-03,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-03|,clarkkensington,#c2d6ea,194,214,234
Baby Blue Eyes,KIDCC-07,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-07|,clarkkensington,#8ba9d0,139,169,208
Got the Giggles,KIDCC-10,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-10|,clarkkensington,#96c2cc,150,194,204
Fairytale Castle,KIDCC-13,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-13|,clarkkensington,#8d9da7,141,157,167
Cat Nap,KIDCC-14,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-14|,clarkkensington,#d2dbe5,210,219,229
Baby's Lullaby,KIDCC-15,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-15|,clarkkensington,#acd0eb,172,208,235
Sleepy time,KIDCC-18,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-18|,clarkkensington,#bfdfe9,191,223,233
Abracadabra,KIDCC-22,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-22|,clarkkensington,#b9cac4,185,202,196
Blue Chalk,KIDCC-29,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-29|,clarkkensington,#b1dcec,177,220,236
Dazzling Blue,KIDCC-33,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-33|,clarkkensington,#376192,55,97,146
Hop Scotch,KIDCC-37,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-37|,clarkkensington,#bcd3e9,188,211,233
Under the Sea,KIDCC-45,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-45|,clarkkensington,#abbee0,171,190,224
Poolside,KIDCC-46,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-46|,clarkkensington,#8fc8d7,143,200,215
Zigzag,KIDCC-47,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:KIDCC-47|,clarkkensington,#6288bc,98,136,188
Chagres River,33B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:33B-6|,clarkkensington,#4b7b88,75,123,136
Shimmering Sapphire,35B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:35B-7|,clarkkensington,#315868,49,88,104
Skyline View,36B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:blue|colorchip:36B-4|,clarkkensington,#8aa7b9,138,167,185
Summer Rain,38A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38A-2|,clarkkensington,#abb5bf,171,181,191
Little Black Dress,38A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38A-5|,clarkkensington,#3b3e43,59,62,67
Shooting Star,38B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-1|,clarkkensington,#d0dae2,208,218,226
Downtown,38B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-2|,clarkkensington,#c3d0e0,195,208,224
Urban Jungle,38B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-3|,clarkkensington,#acbed5,172,190,213
Vantage Point,38B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-4|,clarkkensington,#9aafca,154,175,202
Checkmate,38B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-5|,clarkkensington,#7e8eae,126,142,174
Blueberry Hill,38B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-6|,clarkkensington,#6a7c9f,106,124,159
Wild Blueberry,38B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38B-7|,clarkkensington,#445472,68,84,114
Violet Lace,38C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38C-2|,clarkkensington,#d7dee5,215,222,229
Stormy Waters,38C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38C-3|,clarkkensington,#bbc9db,187,201,219
Good News,38C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38C-4|,clarkkensington,#acbcd3,172,188,211
Front Porch,38C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38C-5|,clarkkensington,#92a6c3,146,166,195
Tribeca,38C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38C-6|,clarkkensington,#6b84a8,107,132,168
First Mate,38C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38C-7|,clarkkensington,#4c5b7d,76,91,125
Sailing Off,38D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38D-1|,clarkkensington,#d1deea,209,222,234
Romantic Nights,38D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38D-2|,clarkkensington,#c4d3e4,196,211,228
Partyopolis,38D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38D-3|,clarkkensington,#99afd0,153,175,208
Classic Navy,38D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:38D-5|,clarkkensington,#466091,70,96,145
Gray Wolf,39A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39A-3|,clarkkensington,#9aa6b7,154,166,183
Foggy Port,39A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39A-4|,clarkkensington,#697386,105,115,134
Blackberry Jam,39A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39A-5|,clarkkensington,#393b43,57,59,67
Silver Screen,39B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-1|,clarkkensington,#d8dce8,216,220,232
Second Chance,39B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-2|,clarkkensington,#cacfde,202,207,222
Funky Tone,39B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-3|,clarkkensington,#b5bcd4,181,188,212
Stunning,39B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-4|,clarkkensington,#a4aecc,164,174,204
Tremezzo,39B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-5|,clarkkensington,#8c93b7,140,147,183
Cocktail Hour,39B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-6|,clarkkensington,#727ca1,114,124,161
Blueberry Jam,39B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39B-7|,clarkkensington,#484d6a,72,77,106
Amethyst Mist,39C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39C-2|,clarkkensington,#cad1e2,202,209,226
Forever Young,39C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39C-3|,clarkkensington,#b3bed9,179,190,217
European Charm,39C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39C-4|,clarkkensington,#a0add1,160,173,209
Purple Lisianthus,39C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39C-5|,clarkkensington,#8894bc,136,148,188
Purple Campanulas,39C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39C-6|,clarkkensington,#6d7eaa,109,126,170
African Flower,39C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39C-7|,clarkkensington,#52557e,82,85,126
Soothing Lavender,39D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39D-1|,clarkkensington,#d1dae9,209,218,233
Purpleicious,39D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39D-2|,clarkkensington,#b8bbe6,184,187,230
Whimsical Lilac,39D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39D-3|,clarkkensington,#9ca0da,156,160,218
Rock Star,39D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39D-4|,clarkkensington,#696eb9,105,110,185
Flair for Fashion,39D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:39D-5|,clarkkensington,#464a8e,70,74,142
Silver Rose,40A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40A-3|,clarkkensington,#a0a0b6,160,160,182
Royal Quarters,40A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40A-5|,clarkkensington,#515363,81,83,99
Marble Tile,40B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-1|,clarkkensington,#d2d6e0,210,214,224
Hand Picked,40B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-2|,clarkkensington,#c8cbdb,200,203,219
Best of Times,40B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-3|,clarkkensington,#b5b8cf,181,184,207
Grounded,40B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-4|,clarkkensington,#a0a5c0,160,165,192
Hamilton Heights,40B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-5|,clarkkensington,#898ba7,137,139,167
Stowe Mountain,40B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-6|,clarkkensington,#717593,113,117,147
Good Night,40B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40B-7|,clarkkensington,#4b4d68,75,77,104
Snow Day,40C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-1|,clarkkensington,#e9ebeb,233,235,235
Sleepy Head,40C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-2|,clarkkensington,#e1e0ed,225,224,237
